experiment_id,chunk_size,chunk_overlap,chunk_count,id,question,ground_truth_type,question_type,expected_document_1,expected_document_2,retrieved_rank_1_doc_id,retrieved_rank_2_doc_id,retrieved_rank_3_doc_id,retrieved_rank_1_score,retrieved_rank_2_score,retrieved_rank_3_score,hit_at_1,hit_at_3,any_hit_at_1,any_hit_at_3,all_hit_at_3,reciprocal_rank,retrieval_latency_ms
chunk_256_64,256,64,2217,eval_012,An EKS user receives an authorization error while trying to access cluster resources. Which document should be the primary source?,single,single-troubleshooting,aws_eks_iam_troubleshooting,,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,0.773877739906311,0.8180882930755615,0.8640782237052917,1,1,1,1,1,1.0,145.05
chunk_256_64,256,64,2217,eval_013,An Auto Scaling group replaces instances and I need to understand which health checks can trigger that behavior. Which document explains this?,single,discrimination,aws_ec2_autoscaling_health_checks,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_health_checks,0.5202288031578064,0.6303064227104187,0.6483808755874634,1,1,1,1,1,1.0,139.819
chunk_256_64,256,64,2217,eval_014,An Auto Scaling activity says an instance was taken out of service because a health check failed. Which troubleshooting document should be retrieved?,single,single-troubleshooting,aws_ec2_autoscaling_unhealthy_instances,,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_health_checks,0.6571398973464966,0.6573745608329773,0.7127520442008972,1,1,1,1,1,1.0,160.231
chunk_256_64,256,64,2217,eval_015,Auto Scaling capacity changes are failing and I need a general AWS troubleshooting entry point. Which document is most relevant?,single,single-troubleshooting,aws_ec2_autoscaling_troubleshooting,,aws_ec2_autoscaling_troubleshooting,aws_ec2_autoscaling_troubleshooting,aws_ec2_autoscaling_troubleshooting,0.6765283346176147,0.7195310592651367,0.7337442636489868,1,1,1,1,1,1.0,165.501
chunk_256_64,256,64,2217,eval_016,Users see intermittent 5xx responses through an Application Load Balancer. Which AWS document should guide first diagnosis?,single,single-troubleshooting,aws_alb_troubleshooting,,aws_alb_troubleshooting,aws_alb_troubleshooting,aws_alb_monitoring,0.6907196640968323,0.7013770341873169,0.7296468019485474,1,1,1,1,1,1.0,147.862
chunk_256_64,256,64,2217,eval_017,Before blaming targets behind an ALB I need request logs and metrics to understand traffic patterns. Which document is relevant?,single,contextual,aws_alb_monitoring,,aws_alb_monitoring,aws_alb_monitoring,aws_alb_monitoring,0.7130866646766663,0.8849450349807739,0.8906728625297546,1,1,1,1,1,1.0,138.547
chunk_256_64,256,64,2217,eval_018,An application cannot connect to an RDS DB instance from a client host. Which AWS document should be the main source?,single,single-troubleshooting,aws_rds_troubleshooting,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.6095882654190063,0.6978773474693298,0.7425447702407837,1,1,1,1,1,1.0,145.464
chunk_256_64,256,64,2217,eval_019,I need to check whether a network path inside a VPC can reach a destination before changing security groups. Which AWS tool document applies?,single,single-conceptual,aws_vpc_reachability_analyzer,,aws_eks_auto_mode_troubleshooting,aws_rds_troubleshooting,aws_alb_troubleshooting,0.7957841157913208,0.9138599038124084,0.9227182865142822,0,0,0,0,0,0.2,138.723
chunk_256_64,256,64,2217,eval_020,A Kubernetes workload uses a feature flag and a password. Which documents distinguish where each value belongs?,multi,multi-document,k8s_configmaps,k8s_secrets,k8s_secrets,k8s_secrets,k8s_secrets,0.9640852212905884,0.9764498472213745,0.9955753087997437,1,1,1,1,0,1.0,137.467
chunk_256_64,256,64,2217,eval_021,A Service shows no ready backends after a rollout and the Pods report readiness probe failures. Which two documents should be used together?,multi,multi-document,k8s_liveness_readiness_startup_probes,k8s_debug_services,k8s_horizontal_pod_autoscaling,k8s_liveness_readiness_startup_probes,k8s_debug_pods,0.8007873892784119,0.8333227634429932,0.8349745869636536,0,1,0,1,0,0.5,135.334
chunk_256_64,256,64,2217,eval_022,A Pod cannot be scheduled and the team suspects resource requests are too high. Which documents should support the investigation?,multi,multi-document,k8s_debug_pods,k8s_resource_management,k8s_debug_running_pod,k8s_resource_management,k8s_debug_pods,0.7334073185920715,0.7481597661972046,0.7590577602386475,0,1,0,1,1,0.5,124.867
chunk_256_64,256,64,2217,eval_023,An ALB target is unhealthy and the Auto Scaling group is replacing instances. Which documents together explain the load balancer and replacement sides?,multi,multi-document,aws_alb_troubleshooting,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.7319598197937012,0.7582110166549683,0.7828075289726257,1,1,1,1,0,1.0,141.109
chunk_256_64,256,64,2217,eval_024,An RDS connection issue may be caused by network reachability rather than database state. Which documents should be paired?,multi,multi-document,aws_rds_troubleshooting,aws_vpc_reachability_analyzer,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.7886207103729248,0.8978716135025024,0.8984718918800354,1,1,1,1,0,1.0,135.284
chunk_256_64,256,64,2217,eval_025,EKS access fails for a user working on an Auto Mode cluster. Which documents should be considered together?,multi,multi-document,aws_eks_iam_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,0.8059947490692139,0.80733323097229,0.8225890398025513,1,1,1,1,0,1.0,152.433
chunk_256_64,256,64,2217,eval_026,A Pod is healthy enough to run but should not receive traffic until dependency checks pass. Which Kubernetes concept separates this from restart behavior?,single,discrimination,k8s_liveness_readiness_startup_probes,,k8s_debug_services,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.7011207342147827,0.7903028726577759,0.8033998012542725,0,1,0,1,1,0.5,165.494
chunk_256_64,256,64,2217,eval_027,Should application feature flags be stored in a Secret just because they affect runtime behavior?,single,discrimination,k8s_configmaps,,k8s_secrets,k8s_secrets,k8s_secrets,0.9117976427078247,0.9695212841033936,0.9765734672546387,0,0,0,0,0,0.0,179.213
chunk_256_64,256,64,2217,eval_028,Should I start with ALB monitoring or ALB troubleshooting when I need raw evidence about request patterns before changing target settings?,single,discrimination,aws_alb_monitoring,,aws_alb_troubleshooting,aws_alb_monitoring,aws_alb_monitoring,0.9527493715286255,0.9607448577880859,1.0164519548416138,0,1,0,1,1,0.5,151.145
chunk_256_64,256,64,2217,eval_029,When an Auto Scaling instance is marked unhealthy should I look at health check type behavior or the specific activity error message first?,single,discrimination,aws_ec2_autoscaling_unhealthy_instances,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_unhealthy_instances,0.6906986236572266,0.7062340974807739,0.7117339372634888,0,1,0,1,1,0.3333333333333333,320.001
chunk_256_64,256,64,2217,eval_030,A cluster operator wants to understand whether logs metrics and traces are separate operational signals. Which Kubernetes document should be retrieved?,single,contextual,k8s_observability,,k8s_observability,k8s_observability,k8s_observability,0.7741216421127319,0.8254696726799011,0.8269649147987366,1,1,1,1,1,1.0,174.32
chunk_256_64,256,64,2217,eval_031,A developer expects Kubernetes to preserve container logs forever after restart. Which document explains the logging model and its limits?,single,contextual,k8s_logging_architecture,,k8s_logging_architecture,k8s_logging_architecture,k8s_logging_architecture,0.9506691694259644,0.9543718695640564,0.9546729326248169,1,1,1,1,1,1.0,326.322
chunk_256_64,256,64,2217,eval_032,A Service name resolves but requests still fail to reach Pods. Which Kubernetes troubleshooting source is most relevant?,single,single-troubleshooting,k8s_debug_services,,k8s_debug_services,k8s_debug_pods,k8s_debug_services,0.7528994083404541,0.7795674204826355,0.8037208914756775,1,1,1,1,1,1.0,154.35
chunk_256_64,256,64,2217,eval_033,A container starts slowly and liveness checks kill it before it finishes initialization. Which probe type should be investigated?,single,contextual,k8s_liveness_readiness_startup_probes,,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.5396243333816528,0.569603443145752,0.6245513558387756,1,1,1,1,1,1.0,242.07
chunk_256_64,256,64,2217,eval_034,Auto Scaling should not immediately replace every unhealthy instance at once during a widespread target failure. Which document explains replacement behavior?,single,contextual,aws_ec2_autoscaling_health_checks,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.5942189693450928,0.6227638125419617,0.654571533203125,1,1,1,1,1,1.0,134.357
chunk_256_64,256,64,2217,eval_035,An RDS instance is available but external clients still cannot connect. Which likely network and access settings are described in the corpus?,single,single-troubleshooting,aws_rds_troubleshooting,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.8166377544403076,0.829971194267273,0.9145126342773438,1,1,1,1,1,1.0,188.872
chunk_256_64,256,64,2217,eval_036,A team wants to verify whether a source can reach a destination in a VPC without manually reading every route and security rule. Which document applies?,single,single-conceptual,aws_vpc_reachability_analyzer,,aws_rds_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_rds_troubleshooting,0.9495981931686401,0.9743954539299011,0.9899404048919678,0,0,0,0,0,0.2,302.209
chunk_256_64,256,64,2217,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_eks_iam_troubleshooting,aws_alb_troubleshooting,aws_ec2_autoscaling_troubleshooting,1.2718768119812012,1.2847273349761963,1.3092660903930664,,,,,,,206.657
chunk_256_64,256,64,2217,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.078127384185791,1.1034311056137085,1.1158967018127441,,,,,,,152.058
chunk_256_64,256,64,2217,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,k8s_debug_pods,aws_eks_auto_mode_troubleshooting,k8s_horizontal_pod_autoscaling,1.4690405130386353,1.4959897994995117,1.5544066429138184,,,,,,,167.804
chunk_256_64,256,64,2217,eval_040,What is the latest Kubernetes CVE announced this week?,out_of_scope,out-of-scope,NONE,,k8s_observability,k8s_resource_management,k8s_secrets,1.0404871702194214,1.0499706268310547,1.0499706268310547,,,,,,,146.582
chunk_512_0,512,0,841,eval_001,A Kubernetes Pod stays Pending after deployment and no container logs exist yet. What should I inspect first?,single,single-troubleshooting,k8s_debug_pods,,k8s_debug_pods,k8s_debug_running_pod,k8s_liveness_readiness_startup_probes,0.6896686553955078,0.7121870517730713,0.7833351492881775,1,1,1,1,1,1.0,146.719
