experiment_id,embedding_model,embedding_type,embedding_dimension,chunk_size,chunk_overlap,chunk_count,id,question,ground_truth_type,question_type,expected_document_1,expected_document_2,retrieved_rank_1_doc_id,retrieved_rank_2_doc_id,retrieved_rank_3_doc_id,retrieved_rank_1_score,retrieved_rank_2_score,retrieved_rank_3_score,hit_at_1,hit_at_3,any_hit_at_1,any_hit_at_3,all_hit_at_3,reciprocal_rank,retrieval_latency_ms
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_011,EKS Auto Mode is not behaving as expected after cluster configuration changes. Which AWS troubleshooting guide should I consult?,single,single-troubleshooting,aws_eks_auto_mode_troubleshooting,,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,0.5079729557037354,0.6320865154266357,0.6899470090866089,1,1,1,1,1,1.0,129.473
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_012,An EKS user receives an authorization error while trying to access cluster resources. Which document should be the primary source?,single,single-troubleshooting,aws_eks_iam_troubleshooting,,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,0.7758632898330688,0.8081622123718262,0.9312461614608765,1,1,1,1,1,1.0,141.898
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_013,An Auto Scaling group replaces instances and I need to understand which health checks can trigger that behavior. Which document explains this?,single,discrimination,aws_ec2_autoscaling_health_checks,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.5877937078475952,0.638384222984314,0.6598107218742371,1,1,1,1,1,1.0,125.748
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_014,An Auto Scaling activity says an instance was taken out of service because a health check failed. Which troubleshooting document should be retrieved?,single,single-troubleshooting,aws_ec2_autoscaling_unhealthy_instances,,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_unhealthy_instances,0.645587682723999,0.6778881549835205,0.6894152164459229,1,1,1,1,1,1.0,342.587
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_015,Auto Scaling capacity changes are failing and I need a general AWS troubleshooting entry point. Which document is most relevant?,single,single-troubleshooting,aws_ec2_autoscaling_troubleshooting,,aws_ec2_autoscaling_troubleshooting,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_troubleshooting,0.7116236686706543,0.7584354877471924,0.7619425058364868,1,1,1,1,1,1.0,306.708
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_016,Users see intermittent 5xx responses through an Application Load Balancer. Which AWS document should guide first diagnosis?,single,single-troubleshooting,aws_alb_troubleshooting,,aws_alb_troubleshooting,aws_alb_monitoring,aws_alb_monitoring,0.6744742393493652,0.7212501168251038,0.7442119717597961,1,1,1,1,1,1.0,120.362
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_017,Before blaming targets behind an ALB I need request logs and metrics to understand traffic patterns. Which document is relevant?,single,contextual,aws_alb_monitoring,,aws_alb_monitoring,aws_alb_monitoring,aws_alb_monitoring,0.8498361110687256,0.9038655757904053,0.928412675857544,1,1,1,1,1,1.0,296.391
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_018,An application cannot connect to an RDS DB instance from a client host. Which AWS document should be the main source?,single,single-troubleshooting,aws_rds_troubleshooting,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.803141713142395,0.8186050653457642,0.8701167106628418,1,1,1,1,1,1.0,126.823
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_019,I need to check whether a network path inside a VPC can reach a destination before changing security groups. Which AWS tool document applies?,single,single-conceptual,aws_vpc_reachability_analyzer,,aws_eks_auto_mode_troubleshooting,aws_vpc_reachability_analyzer,aws_ec2_autoscaling_health_checks,0.8569586277008057,0.9402744770050049,0.9977583885192871,0,1,0,1,1,0.5,138.772
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_020,A Kubernetes workload uses a feature flag and a password. Which documents distinguish where each value belongs?,multi,multi-document,k8s_configmaps,k8s_secrets,k8s_secrets,k8s_secrets,k8s_secrets,0.8379372358322144,0.9706321954727173,0.9990439414978027,1,1,1,1,0,1.0,138.198
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_021,A Service shows no ready backends after a rollout and the Pods report readiness probe failures. Which two documents should be used together?,multi,multi-document,k8s_liveness_readiness_startup_probes,k8s_debug_services,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_horizontal_pod_autoscaling,0.8425766229629517,0.8745039701461792,0.8866538405418396,1,1,1,1,0,1.0,128.618
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_022,A Pod cannot be scheduled and the team suspects resource requests are too high. Which documents should support the investigation?,multi,multi-document,k8s_debug_pods,k8s_resource_management,k8s_resource_management,k8s_resource_management,k8s_resource_management,0.8724102973937988,0.8930253386497498,0.9014054536819458,1,1,1,1,0,1.0,128.029
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_023,An ALB target is unhealthy and the Auto Scaling group is replacing instances. Which documents together explain the load balancer and replacement sides?,multi,multi-document,aws_alb_troubleshooting,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.791711688041687,0.7978783845901489,0.8193585872650146,0,1,0,1,0,0.5,282.48
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_024,An RDS connection issue may be caused by network reachability rather than database state. Which documents should be paired?,multi,multi-document,aws_rds_troubleshooting,aws_vpc_reachability_analyzer,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.9206612706184387,0.9276055693626404,0.9316332340240479,1,1,1,1,0,1.0,130.006
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_025,EKS access fails for a user working on an Auto Mode cluster. Which documents should be considered together?,multi,multi-document,aws_eks_iam_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,0.8119879961013794,0.820639431476593,0.9232774972915649,1,1,1,1,0,1.0,125.677
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_026,A Pod is healthy enough to run but should not receive traffic until dependency checks pass. Which Kubernetes concept separates this from restart behavior?,single,discrimination,k8s_liveness_readiness_startup_probes,,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.8487154841423035,0.8884077668190002,0.8948882818222046,1,1,1,1,1,1.0,122.776
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_027,Should application feature flags be stored in a Secret just because they affect runtime behavior?,single,discrimination,k8s_configmaps,,k8s_secrets,k8s_secrets,k8s_secrets,1.0156034231185913,1.0367015600204468,1.0405699014663696,0,0,0,0,0,0.0,131.569
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_028,Should I start with ALB monitoring or ALB troubleshooting when I need raw evidence about request patterns before changing target settings?,single,discrimination,aws_alb_monitoring,,aws_alb_monitoring,aws_alb_monitoring,aws_alb_troubleshooting,1.0349994897842407,1.0491411685943604,1.0640054941177368,1,1,1,1,1,1.0,348.023
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_029,When an Auto Scaling instance is marked unhealthy should I look at health check type behavior or the specific activity error message first?,single,discrimination,aws_ec2_autoscaling_unhealthy_instances,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_health_checks,0.6919569969177246,0.7291861772537231,0.7413627505302429,0,1,0,1,1,0.5,136.056
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_030,A cluster operator wants to understand whether logs metrics and traces are separate operational signals. Which Kubernetes document should be retrieved?,single,contextual,k8s_observability,,k8s_observability,k8s_observability,k8s_observability,0.7121119499206543,0.7803845405578613,0.8487886190414429,1,1,1,1,1,1.0,118.243
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_031,A developer expects Kubernetes to preserve container logs forever after restart. Which document explains the logging model and its limits?,single,contextual,k8s_logging_architecture,,k8s_logging_architecture,k8s_logging_architecture,k8s_logging_architecture,0.8720154762268066,0.876990020275116,0.9279175400733948,1,1,1,1,1,1.0,122.339
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_032,A Service name resolves but requests still fail to reach Pods. Which Kubernetes troubleshooting source is most relevant?,single,single-troubleshooting,k8s_debug_services,,k8s_debug_pods,k8s_debug_services,k8s_debug_services,0.7415944337844849,0.745907187461853,0.7472074031829834,0,1,0,1,1,0.5,129.677
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_033,A container starts slowly and liveness checks kill it before it finishes initialization. Which probe type should be investigated?,single,contextual,k8s_liveness_readiness_startup_probes,,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.6060817241668701,0.6091533899307251,0.6885223984718323,1,1,1,1,1,1.0,278.94
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_034,Auto Scaling should not immediately replace every unhealthy instance at once during a widespread target failure. Which document explains replacement behavior?,single,contextual,aws_ec2_autoscaling_health_checks,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.6332587003707886,0.6892914175987244,0.7031919956207275,1,1,1,1,1,1.0,145.911
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_035,An RDS instance is available but external clients still cannot connect. Which likely network and access settings are described in the corpus?,single,single-troubleshooting,aws_rds_troubleshooting,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.8826138377189636,0.9413546919822693,0.9975011348724365,1,1,1,1,1,1.0,274.678
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_036,A team wants to verify whether a source can reach a destination in a VPC without manually reading every route and security rule. Which document applies?,single,single-conceptual,aws_vpc_reachability_analyzer,,aws_vpc_reachability_analyzer,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,1.0114600658416748,1.0242493152618408,1.0679247379302979,1,1,1,1,1,1.0,463.6
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,1.3793087005615234,1.3948452472686768,1.402137041091919,,,,,,,129.76
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.1484533548355103,1.1635582447052002,1.1736135482788086,,,,,,,133.03
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,aws_eks_auto_mode_troubleshooting,k8s_debug_pods,k8s_logging_architecture,1.507979393005371,1.518829345703125,1.599593997001648,,,,,,,130.126
openai_text_embedding_3_small,text-embedding-3-small,api,1536,1024,128,483,eval_040,What is the latest Kubernetes CVE announced this week?,out_of_scope,out-of-scope,NONE,,k8s_resource_management,k8s_horizontal_pod_autoscaling,k8s_configmaps,1.049957275390625,1.1221266984939575,1.1484475135803223,,,,,,,134.559
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_001,A Kubernetes Pod stays Pending after deployment and no container logs exist yet. What should I inspect first?,single,single-troubleshooting,k8s_debug_pods,,k8s_debug_pods,k8s_liveness_readiness_startup_probes,k8s_debug_running_pod,0.5336674451828003,0.570462703704834,0.6462297439575195,1,1,1,1,1,1.0,15.24
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_002,A Pod is Running but the application is not responding on its expected port. What diagnostic path should I start with?,single,single-troubleshooting,k8s_debug_running_pod,,k8s_troubleshooting_applications,k8s_debug_pods,k8s_liveness_readiness_startup_probes,0.7538830041885376,0.8313370943069458,0.8355040550231934,0,0,0,0,0,0.1111111111111111,4.319
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_003,A Service has a ClusterIP but requests do not reach any backend Pods. What Kubernetes troubleshooting document should guide the investigation?,single,single-troubleshooting,k8s_debug_services,,k8s_debug_services,k8s_debug_pods,k8s_debug_pods,0.5524209141731262,0.5987299680709839,0.6152490377426147,1,1,1,1,1,1.0,4.016
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_004,Several Pods restart only after the application becomes unresponsive for a while. Which probe behavior should be reviewed?,single,single-troubleshooting,k8s_liveness_readiness_startup_probes,,k8s_debug_running_pod,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.5712260603904724,0.5797916650772095,0.6902455687522888,0,1,0,1,1,0.5,4.586
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_005,CPU usage rises during traffic spikes but replica count does not increase. Which Kubernetes autoscaling document is the primary source?,single,single-troubleshooting,k8s_horizontal_pod_autoscaling,,k8s_horizontal_pod_autoscaling,k8s_horizontal_pod_autoscaling,k8s_horizontal_pod_autoscaling,0.6054781675338745,0.692335844039917,0.7407263517379761,1,1,1,1,1,1.0,3.76
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_006,A container is killed when memory usage grows beyond its configured boundary. Which document explains the relevant Kubernetes resource settings?,single,single-troubleshooting,k8s_resource_management,,k8s_resource_management,k8s_resource_management,k8s_resource_management,0.3833398222923279,0.4583588242530823,0.4831547141075134,1,1,1,1,1,1.0,4.1
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_007,An application should receive environment specific non-secret settings without rebuilding its image. Which Kubernetes object is relevant?,single,single-conceptual,k8s_configmaps,,k8s_secrets,k8s_secrets,k8s_secrets,0.6530935764312744,0.6662178039550781,0.6677617430686951,0,0,0,0,0,0.0,3.902
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_008,A Pod needs a database password without placing it directly in the image or normal config file. Which Kubernetes object should be used?,single,single-conceptual,k8s_secrets,,k8s_secrets,k8s_secrets,k8s_secrets,0.6472904682159424,0.7129197120666504,0.7527209520339966,1,1,1,1,1,1.0,3.997
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_009,After a container restarts I need to understand where Kubernetes expects application logs to come from. Which document is relevant?,single,contextual,k8s_logging_architecture,,k8s_logging_architecture,k8s_logging_architecture,k8s_observability,0.4789438247680664,0.5194857120513916,0.536888837814331,1,1,1,1,1,1.0,3.952
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_010,I need a broad view of what signals Kubernetes exposes for operating a cluster. Which document should be retrieved?,single,single-conceptual,k8s_observability,,k8s_observability,k8s_horizontal_pod_autoscaling,k8s_observability,0.6708680391311646,0.7660342454910278,0.769575834274292,1,1,1,1,1,1.0,3.86
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_011,EKS Auto Mode is not behaving as expected after cluster configuration changes. Which AWS troubleshooting guide should I consult?,single,single-troubleshooting,aws_eks_auto_mode_troubleshooting,,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,0.4516679644584656,0.47777971625328064,0.4992659389972687,1,1,1,1,1,1.0,3.906
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_012,An EKS user receives an authorization error while trying to access cluster resources. Which document should be the primary source?,single,single-troubleshooting,aws_eks_iam_troubleshooting,,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_auto_mode_troubleshooting,0.6537420153617859,0.6559491157531738,0.7652561664581299,1,1,1,1,1,1.0,3.766
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_013,An Auto Scaling group replaces instances and I need to understand which health checks can trigger that behavior. Which document explains this?,single,discrimination,aws_ec2_autoscaling_health_checks,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.5295336842536926,0.5560817718505859,0.5690977573394775,1,1,1,1,1,1.0,3.695
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_014,An Auto Scaling activity says an instance was taken out of service because a health check failed. Which troubleshooting document should be retrieved?,single,single-troubleshooting,aws_ec2_autoscaling_unhealthy_instances,,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_unhealthy_instances,0.49306339025497437,0.6479017734527588,0.6864936351776123,1,1,1,1,1,1.0,3.802
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_015,Auto Scaling capacity changes are failing and I need a general AWS troubleshooting entry point. Which document is most relevant?,single,single-troubleshooting,aws_ec2_autoscaling_troubleshooting,,aws_ec2_autoscaling_troubleshooting,aws_ec2_autoscaling_troubleshooting,aws_ec2_autoscaling_unhealthy_instances,0.5415369272232056,0.6778449416160583,0.7133822441101074,1,1,1,1,1,1.0,3.65
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_016,Users see intermittent 5xx responses through an Application Load Balancer. Which AWS document should guide first diagnosis?,single,single-troubleshooting,aws_alb_troubleshooting,,aws_alb_monitoring,aws_alb_monitoring,aws_alb_monitoring,0.7092225551605225,0.7449994683265686,0.8009054660797119,0,0,0,0,0,0.25,3.97
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_017,Before blaming targets behind an ALB I need request logs and metrics to understand traffic patterns. Which document is relevant?,single,contextual,aws_alb_monitoring,,aws_alb_monitoring,aws_alb_monitoring,k8s_observability,1.1980329751968384,1.2172586917877197,1.2321079969406128,1,1,1,1,1,1.0,3.986
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_018,An application cannot connect to an RDS DB instance from a client host. Which AWS document should be the main source?,single,single-troubleshooting,aws_rds_troubleshooting,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.8720289468765259,0.8797054290771484,0.8961816430091858,1,1,1,1,1,1.0,3.699
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_019,I need to check whether a network path inside a VPC can reach a destination before changing security groups. Which AWS tool document applies?,single,single-conceptual,aws_vpc_reachability_analyzer,,aws_eks_auto_mode_troubleshooting,aws_vpc_reachability_analyzer,aws_rds_troubleshooting,0.8341807126998901,0.8939254283905029,0.9828768968582153,0,1,0,1,1,0.5,4.233
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_020,A Kubernetes workload uses a feature flag and a password. Which documents distinguish where each value belongs?,multi,multi-document,k8s_configmaps,k8s_secrets,k8s_secrets,k8s_secrets,k8s_secrets,0.8077143430709839,0.8473677635192871,0.8604470491409302,1,1,1,1,0,1.0,3.841
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_021,A Service shows no ready backends after a rollout and the Pods report readiness probe failures. Which two documents should be used together?,multi,multi-document,k8s_liveness_readiness_startup_probes,k8s_debug_services,k8s_liveness_readiness_startup_probes,k8s_debug_pods,k8s_debug_running_pod,0.8836572766304016,0.9399902820587158,0.956611156463623,1,1,1,1,0,1.0,4.028
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_022,A Pod cannot be scheduled and the team suspects resource requests are too high. Which documents should support the investigation?,multi,multi-document,k8s_debug_pods,k8s_resource_management,k8s_debug_pods,k8s_resource_management,k8s_resource_management,0.90784752368927,0.9253731966018677,0.9255187511444092,1,1,1,1,1,1.0,12.904
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_023,An ALB target is unhealthy and the Auto Scaling group is replacing instances. Which documents together explain the load balancer and replacement sides?,multi,multi-document,aws_alb_troubleshooting,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_unhealthy_instances,0.8054308891296387,0.8299441337585449,0.8621598482131958,1,1,1,1,0,1.0,11.357
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_024,An RDS connection issue may be caused by network reachability rather than database state. Which documents should be paired?,multi,multi-document,aws_rds_troubleshooting,aws_vpc_reachability_analyzer,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.0161638259887695,1.0566092729568481,1.0831042528152466,1,1,1,1,0,1.0,3.891
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_025,EKS access fails for a user working on an Auto Mode cluster. Which documents should be considered together?,multi,multi-document,aws_eks_iam_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,aws_eks_auto_mode_troubleshooting,0.788307785987854,0.7886735200881958,0.822874903678894,1,1,1,1,0,1.0,4.968
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_026,A Pod is healthy enough to run but should not receive traffic until dependency checks pass. Which Kubernetes concept separates this from restart behavior?,single,discrimination,k8s_liveness_readiness_startup_probes,,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.5139604806900024,0.5844033360481262,0.650097131729126,1,1,1,1,1,1.0,4.091
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_027,Should application feature flags be stored in a Secret just because they affect runtime behavior?,single,discrimination,k8s_configmaps,,k8s_secrets,k8s_secrets,k8s_secrets,1.1878328323364258,1.274254322052002,1.2832657098770142,0,0,0,0,0,0.125,4.062
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_028,Should I start with ALB monitoring or ALB troubleshooting when I need raw evidence about request patterns before changing target settings?,single,discrimination,aws_alb_monitoring,,aws_alb_troubleshooting,aws_alb_troubleshooting,aws_alb_monitoring,0.9338502883911133,1.018451452255249,1.1478497982025146,0,1,0,1,1,0.3333333333333333,3.928
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_029,When an Auto Scaling instance is marked unhealthy should I look at health check type behavior or the specific activity error message first?,single,discrimination,aws_ec2_autoscaling_unhealthy_instances,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.6015080213546753,0.6177762150764465,0.6466701030731201,0,0,0,0,0,0.1111111111111111,4.389
