experiment_id,id,question,ground_truth_type,question_type,expected_document_1,expected_document_2,expected_documents,configured_top_k,retrieved_rank_1_doc_id,retrieved_rank_2_doc_id,retrieved_rank_3_doc_id,retrieved_rank_4_doc_id,retrieved_rank_5_doc_id,top_1_distance,top_3_doc_ids,top_5_doc_ids,top_10_doc_ids,top_5_chunk_ids,top_5_distances,first_expected_ranks,hit_at_1,hit_at_3,hit_at_5,any_hit_at_1,any_hit_at_3,any_hit_at_5,all_hit_at_1,all_hit_at_3,all_hit_at_5,reciprocal_rank,threshold,threshold_decision,threshold_classification,unique_doc_count,duplicate_chunk_count,duplicate_ratio,max_same_doc_occupancy,max_same_doc_occupancy_ratio
original_baseline,eval_041,A newly created Pod never leaves Pending and the scheduler appears unable to place it on a node. Which document should be retrieved?,single,single-troubleshooting,k8s_debug_pods,,k8s_debug_pods,3,k8s_resource_management,k8s_resource_management,k8s_debug_pods,k8s_debug_pods,k8s_debug_pods,0.8566477298736572,k8s_resource_management|k8s_resource_management|k8s_debug_pods,k8s_resource_management|k8s_resource_management|k8s_debug_pods|k8s_debug_pods|k8s_debug_pods,k8s_resource_management|k8s_resource_management|k8s_debug_pods|k8s_debug_pods|k8s_debug_pods|k8s_debug_running_pod|k8s_resource_management|k8s_horizontal_pod_autoscaling|k8s_debug_pods|k8s_resource_management,k8s_resource_management::0046|k8s_resource_management::0048|k8s_debug_pods::0001|k8s_debug_pods::0002|k8s_debug_pods::0006,0.856648|0.902527|0.904735|0.917763|0.966794,k8s_debug_pods:3,0,1,1,0,1,1,0,1,1,0.3333333333333333,1.042478,accept,TA,2,1,0.3333333333333333,2,0.6666666666666666
original_baseline,eval_042,A container accepts traffic too early and fails user requests during startup. Which Kubernetes probe guidance is most relevant?,single,contextual,k8s_liveness_readiness_startup_probes,,k8s_liveness_readiness_startup_probes,3,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.6903954148292542,k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes|k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes::0030|k8s_liveness_readiness_startup_probes::0033|k8s_liveness_readiness_startup_probes::0000|k8s_liveness_readiness_startup_probes::0031|k8s_liveness_readiness_startup_probes::0021,0.690395|0.719988|0.730412|0.753674|0.794709,k8s_liveness_readiness_startup_probes:1,1,1,1,1,1,1,1,1,1,1.0,1.042478,accept,TA,1,2,0.6666666666666666,3,1.0
original_baseline,eval_043,An operator needs to compare sensitive credentials with ordinary runtime configuration in Kubernetes. Which documents are both relevant?,multi,multi-document,k8s_configmaps,k8s_secrets,k8s_configmaps|k8s_secrets,3,k8s_secrets,k8s_secrets,k8s_secrets,k8s_secrets,k8s_secrets,0.8828973770141602,k8s_secrets|k8s_secrets|k8s_secrets,k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets,k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_secrets|k8s_debug_services,k8s_secrets::0003|k8s_secrets::0001|k8s_secrets::0027|k8s_secrets::0033|k8s_secrets::0029,0.882897|0.927194|0.955026|0.961262|0.970389,k8s_configmaps:OUT|k8s_secrets:1,1,1,1,1,1,1,0,0,0,1.0,1.042478,accept,TA,1,2,0.6666666666666666,3,1.0
original_baseline,eval_044,An EKS administrator can authenticate but receives permission failures when using cluster APIs. Which AWS document should be retrieved?,single,single-troubleshooting,aws_eks_iam_troubleshooting,,aws_eks_iam_troubleshooting,3,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,0.6723103523254395,aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_auto_mode_troubleshooting|aws_eks_iam_troubleshooting|aws_eks_auto_mode_troubleshooting|aws_eks_auto_mode_troubleshooting|aws_eks_auto_mode_troubleshooting,aws_eks_iam_troubleshooting::0002|aws_eks_iam_troubleshooting::0008|aws_eks_iam_troubleshooting::0000|aws_eks_iam_troubleshooting::0003|aws_eks_iam_troubleshooting::0001,0.672310|0.797536|0.812163|0.815432|0.835709,aws_eks_iam_troubleshooting:1,1,1,1,1,1,1,1,1,1,1.0,1.042478,accept,TA,1,2,0.6666666666666666,3,1.0
original_baseline,eval_045,A load balanced application has failing targets and the Auto Scaling group may react to load balancer health. Which documents should be retrieved together?,multi,multi-document,aws_alb_troubleshooting,aws_ec2_autoscaling_health_checks,aws_alb_troubleshooting|aws_ec2_autoscaling_health_checks,3,aws_ec2_autoscaling_unhealthy_instances,aws_ec2_autoscaling_unhealthy_instances,aws_alb_troubleshooting,aws_alb_troubleshooting,aws_alb_troubleshooting,0.6478252410888672,aws_ec2_autoscaling_unhealthy_instances|aws_ec2_autoscaling_unhealthy_instances|aws_alb_troubleshooting,aws_ec2_autoscaling_unhealthy_instances|aws_ec2_autoscaling_unhealthy_instances|aws_alb_troubleshooting|aws_alb_troubleshooting|aws_alb_troubleshooting,aws_ec2_autoscaling_unhealthy_instances|aws_ec2_autoscaling_unhealthy_instances|aws_alb_troubleshooting|aws_alb_troubleshooting|aws_alb_troubleshooting|aws_ec2_autoscaling_unhealthy_instances|aws_alb_troubleshooting|aws_alb_monitoring|aws_ec2_autoscaling_health_checks|aws_alb_troubleshooting,aws_ec2_autoscaling_unhealthy_instances::0016|aws_ec2_autoscaling_unhealthy_instances::0018|aws_alb_troubleshooting::0063|aws_alb_troubleshooting::0061|aws_alb_troubleshooting::0059,0.647825|0.720444|0.722612|0.772742|0.788834,aws_alb_troubleshooting:3|aws_ec2_autoscaling_health_checks:9,0,1,1,0,1,1,0,0,0,0.3333333333333333,1.042478,accept,TA,2,1,0.3333333333333333,2,0.6666666666666666
original_baseline,eval_046,A database endpoint refuses connections and the team needs to rule out VPC path problems. Which two AWS documents are relevant?,multi,multi-document,aws_rds_troubleshooting,aws_vpc_reachability_analyzer,aws_rds_troubleshooting|aws_vpc_reachability_analyzer,3,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.896476686000824,aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting,aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting,aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_alb_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting,aws_rds_troubleshooting::0011|aws_rds_troubleshooting::0034|aws_rds_troubleshooting::0021|aws_rds_troubleshooting::0006|aws_rds_troubleshooting::0003,0.896477|0.898194|0.925694|0.945859|0.968596,aws_rds_troubleshooting:1|aws_vpc_reachability_analyzer:OUT,1,1,1,1,1,1,0,0,0,1.0,1.042478,accept,TA,1,2,0.6666666666666666,3,1.0
original_baseline,eval_047,A team needs CloudWatch metrics and access logs for an Application Load Balancer before debugging backend code. Which document should be retrieved?,single,contextual,aws_alb_monitoring,,aws_alb_monitoring,3,aws_alb_monitoring,aws_alb_monitoring,aws_alb_monitoring,aws_alb_monitoring,aws_alb_monitoring,0.5676181316375732,aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring,aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring,aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring|aws_alb_monitoring|aws_alb_troubleshooting|aws_eks_auto_mode_troubleshooting|aws_alb_troubleshooting|aws_alb_troubleshooting|aws_alb_troubleshooting,aws_alb_monitoring::0001|aws_alb_monitoring::0003|aws_alb_monitoring::0002|aws_alb_monitoring::0000|aws_alb_monitoring::0004,0.567618|0.728481|0.771532|0.771814|0.836896,aws_alb_monitoring:1,1,1,1,1,1,1,1,1,1,1.0,1.042478,accept,TA,1,2,0.6666666666666666,3,1.0
original_baseline,eval_048,A Kubernetes cluster has symptoms across logs metrics and events and the operator wants a high level observability source. Which document applies?,single,single-conceptual,k8s_observability,,k8s_observability,3,k8s_observability,k8s_observability,k8s_observability,k8s_observability,k8s_observability,0.597470760345459,k8s_observability|k8s_observability|k8s_observability,k8s_observability|k8s_observability|k8s_observability|k8s_observability|k8s_observability,k8s_observability|k8s_observability|k8s_observability|k8s_observability|k8s_observability|k8s_observability|k8s_observability|k8s_logging_architecture|aws_eks_auto_mode_troubleshooting|k8s_logging_architecture,k8s_observability::0000|k8s_observability::0001|k8s_observability::0004|k8s_observability::0008|k8s_observability::0003,0.597471|0.781436|0.829495|0.875909|0.876509,k8s_observability:1,1,1,1,1,1,1,1,1,1,1.0,1.042478,accept,TA,1,2,0.6666666666666666,3,1.0
original_baseline,eval_049,How do I configure GitHub Actions to deploy a static React site to Pages?,out_of_scope,out-of-scope,NONE,,,3,k8s_horizontal_pod_autoscaling,k8s_debug_running_pod,k8s_debug_running_pod,k8s_observability,k8s_debug_running_pod,1.4123270511627197,k8s_horizontal_pod_autoscaling|k8s_debug_running_pod|k8s_debug_running_pod,k8s_horizontal_pod_autoscaling|k8s_debug_running_pod|k8s_debug_running_pod|k8s_observability|k8s_debug_running_pod,k8s_horizontal_pod_autoscaling|k8s_debug_running_pod|k8s_debug_running_pod|k8s_observability|k8s_debug_running_pod|k8s_horizontal_pod_autoscaling|k8s_debug_running_pod|k8s_logging_architecture|k8s_debug_services|k8s_horizontal_pod_autoscaling,k8s_horizontal_pod_autoscaling::0063|k8s_debug_running_pod::0002|k8s_debug_running_pod::0000|k8s_observability::0015|k8s_debug_running_pod::0024,1.412327|1.420645|1.432464|1.454024|1.455858,,,,,,,,,,,,1.042478,reject,TR,2,1,0.3333333333333333,2,0.6666666666666666
original_baseline,eval_050,What is the best laptop to buy for running local LLMs this year?,out_of_scope,out-of-scope,NONE,,,3,aws_alb_troubleshooting,aws_alb_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_alb_troubleshooting,1.4845327138900757,aws_alb_troubleshooting|aws_alb_troubleshooting|aws_rds_troubleshooting,aws_alb_troubleshooting|aws_alb_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_alb_troubleshooting,aws_alb_troubleshooting|aws_alb_troubleshooting|aws_rds_troubleshooting|aws_rds_troubleshooting|aws_alb_troubleshooting|aws_rds_troubleshooting|aws_alb_troubleshooting|k8s_debug_services|aws_ec2_autoscaling_health_checks|aws_ec2_autoscaling_unhealthy_instances,aws_alb_troubleshooting::0065|aws_alb_troubleshooting::0069|aws_rds_troubleshooting::0089|aws_rds_troubleshooting::0059|aws_alb_troubleshooting::0070,1.484533|1.506562|1.513571|1.535181|1.575389,,,,,,,,,,,,1.042478,reject,TR,2,1,0.3333333333333333,2,0.6666666666666666
